name,wilaya,zone,date,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,WS10M,WS50M,T2M,RH2M,PRECTOTCORR
Adrar,Adrar,Central Sahara,20141228,4.1688,4.4386,6.5191,2.72,3.97,9.93,47.9,0.0
Adrar,Adrar,Central Sahara,20141229,4.3649,4.3654,7.4863,2.9,4.31,10.79,41.81,0.0
Adrar,Adrar,Central Sahara,20141230,4.0188,4.0344,4.4926,6.17,8.78,8.96,45.92,0.0
Adrar,Adrar,Central Sahara,20141231,4.4719,4.4736,7.3349,5.52,8.23,6.7,43.59,0.0
Adrar,Adrar,Central Sahara,20150101,4.3042,4.4042,6.8054,5.4,8.11,7.29,44.95,0.0
Adrar,Adrar,Central Sahara,20150102,4.0462,4.0469,3.7937,5.87,8.7,7.02,37.8,0.0
Adrar,Adrar,Central Sahara,20150103,3.9194,3.971,3.4788,5.71,8.78,7.71,35.93,0.0
Adrar,Adrar,Central Sahara,20150104,4.405,4.4054,5.8397,5.19,8.04,8.01,37.52,0.0
Adrar,Adrar,Central Sahara,20150105,4.4873,4.5502,7.3469,3.83,6.49,8.73,37.12,0.0
Adrar,Adrar,Central Sahara,20150106,3.0142,4.4506,0.4226,2.97,4.71,10.07,32.49,0.0
Adrar,Adrar,Central Sahara,20150107,2.2298,4.3752,0.0466,2.44,3.82,12.84,30.76,0.0
Adrar,Adrar,Central Sahara,20150108,2.2217,3.8755,0.1277,4.11,6.36,12.32,30.89,0.0
Adrar,Adrar,Central Sahara,20150109,2.4821,3.1481,0.2141,7.8,10.71,14.49,21.37,0.0
Adrar,Adrar,Central Sahara,20150110,3.6,3.612,2.0582,6.33,9.11,13.62,26.49,0.0
Adrar,Adrar,Central Sahara,20150111,3.42,4.1254,1.9097,5.36,7.61,12.72,32.1,0.0
Adrar,Adrar,Central Sahara,20150112,3.6629,4.0903,2.3345,4.76,7.52,16.27,19.08,0.0
Adrar,Adrar,Central Sahara,20150113,3.2126,3.9391,1.2761,4.85,7.58,15.22,26.67,0.0
Adrar,Adrar,Central Sahara,20150114,3.1543,4.272,1.2979,3.8,5.95,16.16,21.9,0.0
Adrar,Adrar,Central Sahara,20150115,4.2694,4.4069,5.3292,2.8,4.26,14.76,26.6,0.0
Adrar,Adrar,Central Sahara,20150116,4.0759,4.5622,4.8259,1.91,2.49,15.52,25.05,0.0
Adrar,Adrar,Central Sahara,20150117,4.4206,4.4513,5.4221,4.32,5.78,13.45,30.91,0.0
Adrar,Adrar,Central Sahara,20150118,4.3546,4.6836,5.19,4.41,6.38,9.71,48.68,0.0
Adrar,Adrar,Central Sahara,20150119,4.5058,4.596,5.7559,5.21,7.35,11.86,34.28,0.0
Adrar,Adrar,Central Sahara,20150120,4.5924,4.6706,6.3398,4.11,5.7,10.31,59.37,0.0
Adrar,Adrar,Central Sahara,20150121,4.7371,4.8259,7.2713,2.84,3.97,11.44,45.86,0.0
Adrar,Adrar,Central Sahara,20150122,5.0866,5.0868,9.5729,3.52,5.46,10.47,40.48,0.0
Adrar,Adrar,Central Sahara,20150123,4.9296,4.9613,8.9522,4.23,6.71,10.43,42.43,0.0
Adrar,Adrar,Central Sahara,20150124,4.8605,4.9526,8.094,4.18,6.32,9.55,37.43,0.0
Adrar,Adrar,Central Sahara,20150125,5.1902,5.1902,9.7363,3.31,4.68,9.07,35.89,0.0
Adrar,Adrar,Central Sahara,20150126,5.2082,5.2126,9.6427,4.4,6.42,8.76,33.96,0.0
Adrar,Adrar,Central Sahara,20150127,4.8782,5.023,7.7206,3.38,4.85,9.56,31.0,0.0
Adrar,Adrar,Central Sahara,20150128,5.0758,5.1118,8.7797,2.45,3.14,12.19,33.72,0.0
Adrar,Adrar,Central Sahara,20150129,5.1648,5.165,9.2038,2.08,2.73,14.41,27.53,0.0
Adrar,Adrar,Central Sahara,20150130,5.1967,5.2128,8.6734,3.98,6.05,13.66,29.61,0.0
Adrar,Adrar,Central Sahara,20150131,5.0657,5.1314,7.3099,5.3,8.19,14.31,29.55,0.0
Adrar,Adrar,Central Sahara,20150201,4.7563,4.7638,4.8413,5.29,7.53,14.13,31.47,0.0
Adrar,Adrar,Central Sahara,20150202,4.7542,4.8218,4.6289,4.43,6.45,13.3,24.77,0.0
Adrar,Adrar,Central Sahara,20150203,4.8233,5.0674,5.1002,3.1,4.66,15.21,25.93,0.0
Adrar,Adrar,Central Sahara,20150204,4.9937,5.0167,5.2699,4.34,6.83,15.48,28.48,0.0
Adrar,Adrar,Central Sahara,20150205,5.2927,5.3285,6.8484,6.09,8.57,10.62,30.92,0.0
Adrar,Adrar,Central Sahara,20150206,5.2094,5.3333,6.2446,2.97,4.41,11.06,23.07,0.0
Adrar,Adrar,Central Sahara,20150207,5.2538,5.3078,6.2107,4.8,7.03,12.51,18.59,0.0
Adrar,Adrar,Central Sahara,20150208,5.357,5.4034,7.4753,3.22,4.98,13.34,23.61,0.0
Adrar,Adrar,Central Sahara,20150209,2.0825,4.7928,0.3322,2.37,3.35,14.22,42.83,1.01
Adrar,Adrar,Central Sahara,20150210,4.451,4.5398,2.8217,4.83,7.39,17.42,43.62,0.15
Adrar,Adrar,Central Sahara,20150211,4.6075,4.7402,2.706,3.49,5.71,17.28,25.3,0.0
Adrar,Adrar,Central Sahara,20150212,5.4322,5.4382,6.3737,3.68,5.52,14.21,30.18,0.0
Adrar,Adrar,Central Sahara,20150213,4.9517,5.4787,5.1365,4.18,6.32,14.47,31.81,0.0
Adrar,Adrar,Central Sahara,20150214,5.4257,5.4408,6.2465,4.8,7.28,14.53,34.66,0.0
Adrar,Adrar,Central Sahara,20150215,5.7624,5.7804,8.9443,2.77,3.96,14.64,26.74,0.0
Adrar,Adrar,Central Sahara,20150216,5.6527,5.7334,7.901,3.92,6.04,14.33,37.46,0.0
Adrar,Adrar,Central Sahara,20150217,5.8358,5.9203,8.7646,3.56,5.37,15.12,34.22,0.0
Adrar,Adrar,Central Sahara,20150218,5.3246,5.4238,4.4993,6.92,9.93,16.57,23.35,0.0
Adrar,Adrar,Central Sahara,20150219,5.1869,5.6683,3.7942,4.91,6.86,15.66,24.53,0.0
Adrar,Adrar,Central Sahara,20150220,5.5104,5.6014,4.9987,5.44,7.44,16.04,27.02,0.0
Adrar,Adrar,Central Sahara,20150221,4.9495,5.1026,2.5447,4.67,6.51,13.11,37.98,0.02
Adrar,Adrar,Central Sahara,20150222,6.0458,6.0538,8.8898,4.32,6.41,13.7,41.92,0.0
Adrar,Adrar,Central Sahara,20150223,6.1802,6.1805,9.841,4.46,6.58,14.22,39.64,0.0
Adrar,Adrar,Central Sahara,20150224,6.2242,6.2246,9.6984,3.19,4.43,15.8,36.41,0.0
Adrar,Adrar,Central Sahara,20150225,5.6657,5.7,4.5053,6.97,10.02,12.83,31.36,0.0
Adrar,Adrar,Central Sahara,20150226,6.0811,6.1589,7.969,4.35,6.65,12.14,33.66,0.0
Adrar,Adrar,Central Sahara,20150227,6.0984,6.1714,8.3657,2.66,3.56,15.45,39.3,0.0
Adrar,Adrar,Central Sahara,20150228,6.2242,6.2254,8.9513,3.63,5.39,16.31,36.21,0.0
Adrar,Adrar,Central Sahara,20150301,6.1486,6.1512,7.1998,5.35,8.15,15.43,31.66,0.0
Adrar,Adrar,Central Sahara,20150302,6.1622,6.1961,7.3603,5.39,8.15,15.88,28.04,0.0
Adrar,Adrar,Central Sahara,20150303,5.8958,5.9359,4.417,5.65,8.67,16.37,25.22,0.0
Adrar,Adrar,Central Sahara,20150304,6.3794,6.4956,6.9542,3.79,6.16,17.2,20.24,0.0
Adrar,Adrar,Central Sahara,20150305,5.6554,6.5702,4.4338,3.75,5.62,19.42,19.03,0.0
Adrar,Adrar,Central Sahara,20150306,5.2118,5.2183,2.1077,7.85,10.46,15.1,25.14,0.0
Adrar,Adrar,Central Sahara,20150307,5.6998,5.7418,3.1598,6.64,9.44,12.2,24.3,0.0
Adrar,Adrar,Central Sahara,20150308,6.2114,6.8083,6.5047,4.05,6.22,13.19,22.66,0.0
Adrar,Adrar,Central Sahara,20150309,6.7968,6.8311,9.7116,4.97,7.03,15.42,18.19,0.0
Adrar,Adrar,Central Sahara,20150310,5.4166,6.8335,2.671,5.75,8.49,14.33,22.4,0.0
Adrar,Adrar,Central Sahara,20150311,5.7744,6.5954,4.6666,4.5,7.06,14.62,21.53,0.0
Adrar,Adrar,Central Sahara,20150312,6.5381,6.7097,6.9214,4.5,7.18,15.69,19.42,0.0
Adrar,Adrar,Central Sahara,20150313,6.8774,6.9218,9.0113,4.3,6.9,17.63,15.84,0.0
Adrar,Adrar,Central Sahara,20150314,6.3734,6.9641,6.1961,4.25,7.13,19.16,13.35,0.0
Adrar,Adrar,Central Sahara,20150315,6.9427,6.961,8.849,3.49,4.98,19.09,12.87,0.0
Adrar,Adrar,Central Sahara,20150316,7.0594,7.0596,9.6494,3.41,4.72,21.13,11.24,0.0
Adrar,Adrar,Central Sahara,20150317,7.0217,7.0975,9.0034,3.66,5.33,21.6,9.99,0.0
Adrar,Adrar,Central Sahara,20150318,7.1167,7.1172,8.2694,5.11,7.98,21.86,8.9,0.0
Adrar,Adrar,Central Sahara,20150319,6.1325,6.3408,3.4265,5.3,7.55,20.91,17.89,0.0
Adrar,Adrar,Central Sahara,20150320,6.0514,6.0833,3.8621,5.74,8.27,17.29,27.68,0.0
Adrar,Adrar,Central Sahara,20150321,6.9262,6.9396,6.9727,4.87,6.78,17.7,30.06,0.0
Adrar,Adrar,Central Sahara,20150322,7.0241,7.0318,7.3819,3.77,5.19,19.57,27.96,0.0
Adrar,Adrar,Central Sahara,20150323,6.6418,6.6619,5.1468,5.78,8.63,20.41,26.86,0.12
Adrar,Adrar,Central Sahara,20150324,6.4392,6.4493,3.8681,5.97,8.76,18.78,30.98,0.0
Adrar,Adrar,Central Sahara,20150325,6.2179,6.4142,3.4531,6.81,9.12,14.86,38.01,0.05
Adrar,Adrar,Central Sahara,20150326,7.2754,7.284,7.6685,4.78,6.68,14.44,30.86,0.0
Adrar,Adrar,Central Sahara,20150327,7.2809,7.357,8.6052,4.42,6.07,14.63,33.69,0.0
Adrar,Adrar,Central Sahara,20150328,7.5221,7.5252,10.2662,4.17,6.21,17.87,34.72,0.0
Adrar,Adrar,Central Sahara,20150329,7.3488,7.3534,8.3081,5.15,7.81,19.52,27.13,0.0
Adrar,Adrar,Central Sahara,20150330,7.4467,7.4842,9.1394,4.69,7.11,21.06,25.85,0.0
Adrar,Adrar,Central Sahara,20150331,7.3118,7.3327,8.3198,4.45,6.92,22.4,19.66,0.0
Adrar,Adrar,Central Sahara,20150401,7.6058,7.6068,10.0824,3.48,5.87,23.45,15.81,0.0
Adrar,Adrar,Central Sahara,20150402,7.367,7.5115,9.1697,3.34,5.65,25.09,17.16,0.0
Adrar,Adrar,Central Sahara,20150403,7.0512,7.4042,7.3908,3.46,5.79,25.85,18.45,0.0
Adrar,Adrar,Central Sahara,20150404,7.4316,7.5785,8.8111,4.01,6.12,25.69,15.94,0.0
Adrar,Adrar,Central Sahara,20150405,7.0829,7.2934,5.9275,5.81,8.9,26.51,10.45,0.0
Adrar,Adrar,Central Sahara,20150406,7.0414,7.0538,4.2967,5.04,7.41,24.21,15.7,0.0
Adrar,Adrar,Central Sahara,20150407,7.6308,7.6618,7.398,2.57,3.44,24.32,16.36,0.0
Adrar,Adrar,Central Sahara,20150408,6.7538,6.9204,3.9528,5.09,7.05,23.36,23.21,0.0
Adrar,Adrar,Central Sahara,20150409,6.3838,6.4315,2.46,5.18,7.35,22.53,16.9,0.0
Adrar,Adrar,Central Sahara,20150410,6.5508,6.5767,2.4317,5.81,8.31,21.76,11.47,0.0
Adrar,Adrar,Central Sahara,20150411,5.2157,6.816,0.541,4.65,6.69,22.52,11.18,0.0
Adrar,Adrar,Central Sahara,20150412,7.0356,7.4959,4.3075,3.73,5.21,24.49,8.57,0.0
Adrar,Adrar,Central Sahara,20150413,5.4204,6.8062,1.187,5.25,7.59,25.1,9.18,0.0
Adrar,Adrar,Central Sahara,20150414,4.1806,7.0459,0.2419,3.23,5.17,23.96,22.14,0.0
Adrar,Adrar,Central Sahara,20150415,6.3269,6.9094,2.2457,6.65,9.33,27.99,12.1,0.0
Adrar,Adrar,Central Sahara,20150416,3.9898,6.6643,0.4327,5.76,8.12,28.17,13.37,0.0
Adrar,Adrar,Central Sahara,20150417,6.845,6.8868,3.3302,5.34,8.24,30.82,11.78,0.0
Adrar,Adrar,Central Sahara,20150418,5.8918,7.1297,1.878,3.35,4.82,28.14,15.06,0.0
Adrar,Adrar,Central Sahara,20150419,6.1781,7.092,2.3158,3.07,4.24,29.35,17.97,0.0
Adrar,Adrar,Central Sahara,20150420,7.4743,7.5394,4.9848,2.91,3.95,30.06,11.57,0.0
Adrar,Adrar,Central Sahara,20150421,7.5713,7.7038,5.5294,2.19,2.94,31.6,6.3,0.0
Adrar,Adrar,Central Sahara,20150422,7.188,7.9778,4.5233,2.5,3.77,31.65,5.05,0.0
Adrar,Adrar,Central Sahara,20150423,7.829,7.8595,5.9148,3.78,5.75,31.65,7.08,0.0
Adrar,Adrar,Central Sahara,20150424,7.9229,7.9416,6.4894,3.16,4.36,31.44,4.9,0.0
Adrar,Adrar,Central Sahara,20150425,7.9147,7.9337,6.6254,3.27,4.83,30.96,8.01,0.0
Adrar,Adrar,Central Sahara,20150426,7.6171,7.6241,4.8434,4.84,7.38,31.25,7.47,0.0
Adrar,Adrar,Central Sahara,20150427,7.619,7.6726,5.1967,4.2,6.06,29.44,11.29,0.0
Adrar,Adrar,Central Sahara,20150428,8.1535,8.226,7.9402,3.67,4.84,30.42,12.06,0.0
Adrar,Adrar,Central Sahara,20150429,7.7527,7.7662,5.0868,3.84,5.23,30.1,6.94,0.0
Adrar,Adrar,Central Sahara,20150430,7.7424,7.7578,5.3566,3.19,4.54,29.73,8.67,0.0
Adrar,Adrar,Central Sahara,20150501,6.4219,7.8571,2.5961,3.64,5.11,30.52,10.73,0.0
Adrar,Adrar,Central Sahara,20150502,7.8101,7.8566,5.1696,3.61,4.89,32.24,9.3,0.0
Adrar,Adrar,Central Sahara,20150503,7.9414,7.9781,5.7485,3.29,4.41,33.11,7.7,0.0
Adrar,Adrar,Central Sahara,20150504,7.9596,8.0318,5.9364,2.6,3.28,34.26,6.22,0.0
Adrar,Adrar,Central Sahara,20150505,8.2762,8.3681,7.6032,2.3,3.01,34.68,5.29,0.0
Adrar,Adrar,Central Sahara,20150506,8.3246,8.3784,7.9375,3.01,4.89,33.48,5.56,0.0
Adrar,Adrar,Central Sahara,20150507,8.238,8.3402,7.6212,4.0,6.75,34.28,6.12,0.0
Adrar,Adrar,Central Sahara,20150508,8.2152,8.2433,7.2684,3.55,5.83,34.21,6.58,0.0
Adrar,Adrar,Central Sahara,20150509,8.113,8.1401,6.8508,3.9,6.05,34.18,7.26,0.0
Adrar,Adrar,Central Sahara,20150510,7.061,7.0865,2.7619,7.7,10.33,32.69,12.09,0.0
Adrar,Adrar,Central Sahara,20150511,6.7385,6.7702,2.1182,7.05,9.82,29.64,11.86,0.0
Adrar,Adrar,Central Sahara,20150512,8.0198,8.0412,4.5055,6.91,10.01,30.05,7.83,0.0
Adrar,Adrar,Central Sahara,20150513,8.0448,8.0681,6.0329,5.8,8.77,30.78,8.53,0.0
Adrar,Adrar,Central Sahara,20150514,8.1588,8.1706,6.1018,6.37,9.34,31.09,11.22,0.0
Adrar,Adrar,Central Sahara,20150515,8.4626,8.4924,7.949,3.65,5.38,31.59,6.18,0.0
Adrar,Adrar,Central Sahara,20150516,8.2445,8.3198,7.1609,4.34,5.72,32.88,10.05,0.0
Adrar,Adrar,Central Sahara,20150517,6.9106,6.9374,2.077,6.55,8.65,29.83,12.03,0.0
Adrar,Adrar,Central Sahara,20150518,7.4239,7.9217,4.2091,4.12,5.58,30.25,11.72,0.0
Adrar,Adrar,Central Sahara,20150519,7.283,7.873,3.6526,5.17,7.11,32.08,10.87,0.0
Adrar,Adrar,Central Sahara,20150520,6.5928,7.6822,2.2524,5.04,7.7,31.85,8.86,0.0
Adrar,Adrar,Central Sahara,20150521,8.4696,8.4878,7.248,4.1,6.3,30.31,15.7,0.0
Adrar,Adrar,Central Sahara,20150522,7.8694,7.9001,4.9687,5.57,7.53,30.68,20.65,0.0
Adrar,Adrar,Central Sahara,20150523,8.2286,8.2819,6.5582,3.59,5.12,30.52,12.97,0.0
Adrar,Adrar,Central Sahara,20150524,6.8218,6.8458,2.1554,6.89,9.75,29.3,12.76,0.0
Adrar,Adrar,Central Sahara,20150525,7.4489,7.4902,3.5971,5.75,7.82,27.79,18.17,0.0
Adrar,Adrar,Central Sahara,20150526,7.9946,8.2807,6.0118,3.91,5.8,28.24,21.81,0.0
Adrar,Adrar,Central Sahara,20150527,7.9956,8.0232,5.5274,3.17,4.72,30.24,18.78,0.0
Adrar,Adrar,Central Sahara,20150528,7.6313,8.1871,4.5283,3.16,4.45,32.54,12.88,0.0
Adrar,Adrar,Central Sahara,20150529,8.155,8.2584,6.3684,4.37,6.18,32.39,10.91,0.0
Adrar,Adrar,Central Sahara,20150530,8.5229,8.5541,8.124,3.76,5.7,30.05,12.77,0.0
Adrar,Adrar,Central Sahara,20150531,8.3232,8.3561,6.8582,2.94,4.48,31.96,14.82,0.0
Adrar,Adrar,Central Sahara,20150601,8.1506,8.1653,5.5397,5.76,8.04,32.33,11.82,0.0
Adrar,Adrar,Central Sahara,20150602,7.0116,7.2598,2.6662,6.98,9.5,32.37,13.74,0.0
Adrar,Adrar,Central Sahara,20150603,7.4436,7.4686,3.2561,8.29,10.6,31.19,17.39,0.0
Adrar,Adrar,Central Sahara,20150604,7.945,7.9733,5.1833,6.77,8.78,29.8,22.18,0.0
Adrar,Adrar,Central Sahara,20150605,7.7834,7.8828,4.4508,6.87,9.29,30.1,23.81,0.0
Adrar,Adrar,Central Sahara,20150606,8.2618,8.2901,6.7716,6.28,8.85,30.38,17.9,0.0
Adrar,Adrar,Central Sahara,20150607,7.8461,7.8552,4.2521,5.91,8.52,30.64,12.0,0.0
Adrar,Adrar,Central Sahara,20150608,8.1322,8.1468,5.832,4.58,6.55,32.61,14.04,0.0
Adrar,Adrar,Central Sahara,20150609,8.3237,8.3918,6.6125,4.76,6.95,33.7,12.48,0.0
Adrar,Adrar,Central Sahara,20150610,8.4082,8.425,6.8902,4.91,7.2,33.41,10.74,0.0
Adrar,Adrar,Central Sahara,20150611,7.7791,7.7849,4.038,5.26,7.76,31.58,9.09,0.0
Adrar,Adrar,Central Sahara,20150612,7.8617,7.8758,4.1988,5.88,8.57,31.16,8.91,0.0
Adrar,Adrar,Central Sahara,20150613,8.034,8.0479,5.5447,5.19,7.69,31.81,9.57,0.0
Adrar,Adrar,Central Sahara,20150614,7.6867,7.7455,4.2938,5.22,7.42,33.13,12.14,0.0
Adrar,Adrar,Central Sahara,20150615,7.9169,7.931,4.9351,4.98,7.27,33.43,14.92,0.0
Adrar,Adrar,Central Sahara,20150616,7.8744,7.901,4.513,3.52,5.07,34.55,9.87,0.0
Adrar,Adrar,Central Sahara,20150617,8.1686,8.1828,5.9642,3.05,4.03,36.09,8.2,0.0
Adrar,Adrar,Central Sahara,20150618,8.2687,8.2877,6.4999,3.79,5.34,36.09,7.91,0.0
Adrar,Adrar,Central Sahara,20150619,7.4594,8.0213,4.0241,4.79,6.94,36.79,8.56,0.0
Adrar,Adrar,Central Sahara,20150620,7.9447,7.9951,4.9598,3.78,5.15,36.54,7.6,0.0
Adrar,Adrar,Central Sahara,20150621,8.1965,8.2169,5.9261,3.52,4.91,36.65,7.1,0.0
Adrar,Adrar,Central Sahara,20150622,8.0443,8.047,5.2973,6.24,8.88,37.0,8.05,0.0
Adrar,Adrar,Central Sahara,20150623,7.8485,7.8583,4.6745,2.51,3.27,37.81,8.32,0.0
Adrar,Adrar,Central Sahara,20150624,7.7165,7.7544,3.8438,4.07,5.76,37.09,8.63,0.0
Adrar,Adrar,Central Sahara,20150625,7.7436,7.8874,3.8515,4.39,6.4,37.0,8.44,0.0
Adrar,Adrar,Central Sahara,20150626,7.5893,7.7743,3.6031,7.26,9.76,36.49,13.34,0.0
Adrar,Adrar,Central Sahara,20150627,8.0287,8.0294,5.3962,7.11,9.6,35.49,13.15,0.0
Adrar,Adrar,Central Sahara,20150628,8.1276,8.1799,6.018,6.64,9.39,34.92,13.51,0.0
Adrar,Adrar,Central Sahara,20150629,8.3573,8.3854,7.7818,5.63,8.29,35.44,12.08,0.0
Adrar,Adrar,Central Sahara,20150630,8.3376,8.4041,6.8426,5.39,7.73,35.98,10.19,0.0
Adrar,Adrar,Central Sahara,20150701,7.8634,7.9291,4.8914,5.98,8.36,36.86,10.83,0.0
Adrar,Adrar,Central Sahara,20150702,7.8773,7.895,4.9577,7.4,10.27,36.14,10.94,0.0
Adrar,Adrar,Central Sahara,20150703,7.5809,7.6354,4.391,7.87,10.51,36.27,11.74,0.0
Adrar,Adrar,Central Sahara,20150704,7.2595,7.2684,3.0166,8.13,10.4,36.32,13.64,0.0
Adrar,Adrar,Central Sahara,20150705,7.921,7.967,5.4499,6.95,9.1,33.78,14.06,0.0
Adrar,Adrar,Central Sahara,20150706,8.2793,8.3165,7.3694,6.35,8.51,33.54,14.63,0.0
Adrar,Adrar,Central Sahara,20150707,8.0539,8.1348,6.1493,6.69,8.86,34.04,15.93,0.0
Adrar,Adrar,Central Sahara,20150708,8.2865,8.2966,7.7494,6.21,8.67,33.84,13.93,0.0
Adrar,Adrar,Central Sahara,20150709,8.3573,8.3698,7.897,5.21,7.53,33.94,13.0,0.0
Adrar,Adrar,Central Sahara,20150710,7.6044,7.9051,5.149,6.12,8.53,35.48,14.71,0.0
Adrar,Adrar,Central Sahara,20150711,7.8127,8.0299,6.0334,4.38,6.5,36.39,14.19,0.0
Adrar,Adrar,Central Sahara,20150712,7.6639,8.0489,6.0245,4.62,6.45,37.35,12.87,0.0
Adrar,Adrar,Central Sahara,20150713,7.823,8.1691,6.0494,5.38,7.81,36.07,14.76,0.0
Adrar,Adrar,Central Sahara,20150714,7.9596,8.0066,6.1094,7.3,9.86,35.59,15.22,0.0
Adrar,Adrar,Central Sahara,20150715,8.0064,8.0064,5.7312,7.64,10.4,35.16,13.64,0.0
Adrar,Adrar,Central Sahara,20150716,7.8002,7.813,5.0774,6.6,9.25,34.67,14.22,0.0
Adrar,Adrar,Central Sahara,20150717,7.2506,7.2775,3.5458,5.86,8.14,36.86,17.12,0.0
Adrar,Adrar,Central Sahara,20150718,7.3085,7.4148,3.6672,8.26,10.98,38.1,12.72,0.0
Adrar,Adrar,Central Sahara,20150719,8.125,8.13,7.6903,6.2,8.91,36.43,14.22,0.0
Adrar,Adrar,Central Sahara,20150720,8.2229,8.2231,7.987,5.88,8.52,36.37,14.09,0.0
Adrar,Adrar,Central Sahara,20150721,8.0808,8.1271,7.7153,6.58,9.6,36.36,10.89,0.0
Adrar,Adrar,Central Sahara,20150722,8.2987,8.3333,8.5754,5.23,7.98,36.69,10.2,0.0
Adrar,Adrar,Central Sahara,20150723,8.1818,8.2673,7.6332,3.35,4.99,36.53,10.76,0.0
Adrar,Adrar,Central Sahara,20150724,8.171,8.1727,7.5564,2.42,3.79,37.23,8.35,0.0
Adrar,Adrar,Central Sahara,20150725,8.0945,8.1526,7.2281,3.42,5.5,37.69,9.29,0.0
Adrar,Adrar,Central Sahara,20150726,8.118,8.1972,7.5686,4.14,6.19,37.8,11.41,0.0
Adrar,Adrar,Central Sahara,20150727,7.9898,8.0659,7.2029,4.08,6.5,38.52,11.71,0.0
Adrar,Adrar,Central Sahara,20150728,7.9224,8.0741,6.6391,4.7,6.66,39.21,9.92,0.0
Adrar,Adrar,Central Sahara,20150729,8.233,8.257,8.3534,3.35,5.37,38.4,9.71,0.0
Adrar,Adrar,Central Sahara,20150730,7.4902,7.8761,5.6131,3.83,5.42,39.49,10.32,0.0
Adrar,Adrar,Central Sahara,20150731,7.877,7.9942,6.7339,2.92,4.13,39.42,11.15,0.0
Adrar,Adrar,Central Sahara,20150801,6.738,7.213,3.265,2.42,3.04,40.07,12.66,0.0
Adrar,Adrar,Central Sahara,20150802,7.0627,7.5974,4.0416,4.16,5.59,39.97,12.34,0.05
Adrar,Adrar,Central Sahara,20150803,7.2725,7.3042,4.2811,5.5,7.99,38.7,11.65,0.0
Adrar,Adrar,Central Sahara,20150804,7.032,7.211,4.1899,5.62,7.54,37.52,14.95,0.0
Adrar,Adrar,Central Sahara,20150805,7.3853,7.5482,5.9834,4.49,6.49,36.89,19.87,0.0
Adrar,Adrar,Central Sahara,20150806,5.814,7.4292,1.963,2.05,3.09,37.01,20.17,0.0
Adrar,Adrar,Central Sahara,20150807,7.8149,7.9229,6.9811,4.11,6.23,38.28,11.78,0.0
Adrar,Adrar,Central Sahara,20150808,6.7978,7.3519,3.3994,5.74,7.89,37.65,13.62,0.0
Adrar,Adrar,Central Sahara,20150809,7.7275,7.7395,7.1686,4.51,6.82,37.01,16.6,0.0
Adrar,Adrar,Central Sahara,20150810,7.4945,7.601,5.7706,4.16,6.33,36.89,14.19,0.0
Adrar,Adrar,Central Sahara,20150811,7.0814,7.2686,4.1078,3.67,5.69,37.59,14.22,0.0
Adrar,Adrar,Central Sahara,20150812,7.3685,7.3831,5.5001,5.06,7.32,38.25,16.5,0.0
Adrar,Adrar,Central Sahara,20150813,7.3097,7.3858,5.1653,4.38,6.42,38.51,16.47,0.0
Adrar,Adrar,Central Sahara,20150814,7.4033,7.441,5.5742,3.73,5.94,38.63,16.13,0.0
Adrar,Adrar,Central Sahara,20150815,7.2732,7.2898,5.641,3.38,4.89,38.06,18.53,0.0
Adrar,Adrar,Central Sahara,20150816,5.7154,6.8143,1.7482,4.25,6.13,38.88,16.08,0.0
Adrar,Adrar,Central Sahara,20150817,6.828,6.8796,3.3331,3.36,4.51,38.36,11.33,0.0
Adrar,Adrar,Central Sahara,20150818,3.8076,6.8767,0.2666,2.07,2.64,39.37,12.1,0.0
Adrar,Adrar,Central Sahara,20150819,4.3615,6.8887,0.8491,4.81,6.58,37.99,17.4,0.0
Adrar,Adrar,Central Sahara,20150820,6.3914,6.9874,3.5114,5.08,7.45,37.39,18.33,0.0
Adrar,Adrar,Central Sahara,20150821,7.0999,7.104,4.6154,6.05,8.55,37.36,16.42,0.0
Adrar,Adrar,Central Sahara,20150822,7.115,7.1693,4.8859,5.4,7.57,36.68,14.73,0.0
Adrar,Adrar,Central Sahara,20150823,7.3106,7.363,6.4351,4.84,7.02,36.54,14.77,0.0
Adrar,Adrar,Central Sahara,20150824,7.1582,7.177,5.7221,3.78,5.16,38.21,16.9,0.0
Adrar,Adrar,Central Sahara,20150825,6.9874,7.0985,4.4506,4.49,6.62,38.22,13.52,0.0
Adrar,Adrar,Central Sahara,20150826,6.8186,7.0346,4.2158,5.8,8.28,38.65,13.2,0.0
Adrar,Adrar,Central Sahara,20150827,7.069,7.1522,4.8907,6.21,8.62,37.71,13.69,0.0
Adrar,Adrar,Central Sahara,20150828,7.0836,7.224,5.2258,5.71,8.3,37.69,12.86,0.0
Adrar,Adrar,Central Sahara,20150829,6.9353,6.9538,4.8307,4.76,6.82,36.95,14.34,0.0
Adrar,Adrar,Central Sahara,20150830,7.0574,7.2317,5.7048,5.2,7.37,36.52,16.89,0.0
Adrar,Adrar,Central Sahara,20150831,6.894,6.972,4.8912,4.76,6.76,35.89,19.51,0.0
Adrar,Adrar,Central Sahara,20150901,6.403,7.0567,3.887,3.76,5.66,35.56,18.93,0.0
Adrar,Adrar,Central Sahara,20150902,6.2078,6.8299,3.6127,2.91,4.18,34.53,20.78,0.17
Adrar,Adrar,Central Sahara,20150903,6.7394,6.757,4.379,2.52,3.74,36.12,13.61,0.0
