name,wilaya,zone,date,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,WS10M,WS50M,T2M,RH2M,PRECTOTCORR
Algiers,Alger,Tell/Coastal,20040101,2.6554,3.083,5.0023,6.43,7.56,12.69,71.35,0.19
Algiers,Alger,Tell/Coastal,20040102,1.8787,3.121,2.442,9.35,11.14,13.93,69.81,3.99
Algiers,Alger,Tell/Coastal,20040103,1.4587,2.8865,1.5583,7.62,8.83,12.17,69.53,3.04
Algiers,Alger,Tell/Coastal,20040104,2.6587,3.2578,5.5932,4.54,5.06,12.65,65.71,0.07
Algiers,Alger,Tell/Coastal,20040105,3.0521,3.2114,5.9899,3.24,3.54,12.99,67.03,0.02
Algiers,Alger,Tell/Coastal,20040106,3.1534,3.3761,6.971,2.59,2.97,12.65,55.0,0.0
Algiers,Alger,Tell/Coastal,20040107,2.8118,3.3331,3.9782,3.85,4.37,12.98,69.36,0.03
Algiers,Alger,Tell/Coastal,20040108,2.9722,3.0919,5.3578,6.53,7.75,14.09,86.38,0.03
Algiers,Alger,Tell/Coastal,20040109,1.9757,3.0444,1.3661,8.2,10.27,15.04,90.84,0.08
Algiers,Alger,Tell/Coastal,20040110,2.7017,3.161,5.2774,6.99,8.55,14.85,94.25,0.0
Algiers,Alger,Tell/Coastal,20040111,3.0017,3.163,5.7283,3.35,4.04,15.06,85.78,0.0
Algiers,Alger,Tell/Coastal,20040112,3.191,3.2832,6.6156,3.67,4.55,14.94,83.04,0.0
Algiers,Alger,Tell/Coastal,20040113,2.7091,3.3763,2.867,5.74,7.68,15.62,77.14,0.0
Algiers,Alger,Tell/Coastal,20040114,3.1838,3.294,5.8382,7.57,9.38,14.99,83.49,0.04
Algiers,Alger,Tell/Coastal,20040115,2.885,3.3679,4.8132,3.69,4.28,14.05,76.67,0.58
Algiers,Alger,Tell/Coastal,20040116,2.6441,3.2191,3.4397,3.84,4.38,13.77,78.38,0.12
Algiers,Alger,Tell/Coastal,20040117,2.988,3.3672,5.1516,6.28,7.39,14.5,86.99,0.01
Algiers,Alger,Tell/Coastal,20040118,1.0224,3.2738,1.0975,6.81,7.95,13.12,76.3,13.54
Algiers,Alger,Tell/Coastal,20040119,1.7035,3.1656,0.7963,4.95,5.7,10.79,71.85,4.63
Algiers,Alger,Tell/Coastal,20040120,1.7131,3.3859,1.6013,5.77,6.68,11.87,72.03,1.08
Algiers,Alger,Tell/Coastal,20040121,1.8346,3.3166,2.1,6.28,7.37,13.1,75.41,0.06
Algiers,Alger,Tell/Coastal,20040122,2.8337,3.4742,3.978,3.69,4.11,13.51,75.76,0.0
Algiers,Alger,Tell/Coastal,20040123,2.9371,3.5035,4.2319,8.13,9.66,14.13,84.12,0.11
Algiers,Alger,Tell/Coastal,20040124,1.7506,3.3936,1.5319,2.77,3.33,14.48,89.23,2.42
Algiers,Alger,Tell/Coastal,20040125,2.9986,3.4817,4.8427,4.76,5.68,14.78,92.18,0.55
Algiers,Alger,Tell/Coastal,20040126,2.9299,3.408,3.7082,8.29,10.1,14.84,85.28,0.04
Algiers,Alger,Tell/Coastal,20040127,2.6258,3.5491,2.8714,10.03,12.28,15.28,86.31,0.01
Algiers,Alger,Tell/Coastal,20040128,1.0812,3.6007,0.3463,6.19,7.17,12.55,80.25,17.88
Algiers,Alger,Tell/Coastal,20040129,3.7694,4.0114,7.2374,5.01,5.59,12.31,66.11,0.0
Algiers,Alger,Tell/Coastal,20040130,3.312,3.9372,3.4442,5.55,6.31,12.98,69.97,0.05
Algiers,Alger,Tell/Coastal,20040131,3.7073,3.7697,6.2618,3.92,4.48,14.04,74.57,0.0
Algiers,Alger,Tell/Coastal,20040201,3.563,3.8537,5.7293,2.44,2.79,14.44,78.89,0.0
Algiers,Alger,Tell/Coastal,20040202,3.5302,3.7958,4.71,2.56,2.88,14.68,75.67,0.0
Algiers,Alger,Tell/Coastal,20040203,3.7354,3.863,6.2441,3.96,4.44,14.78,78.53,0.0
Algiers,Alger,Tell/Coastal,20040204,3.8438,4.0709,7.0579,4.73,5.25,14.45,87.12,0.0
Algiers,Alger,Tell/Coastal,20040205,4.0956,4.2115,7.5811,3.91,4.29,14.34,83.85,0.0
Algiers,Alger,Tell/Coastal,20040206,4.1333,4.2408,7.8286,2.61,2.85,14.39,77.71,0.0
Algiers,Alger,Tell/Coastal,20040207,3.5527,4.1798,5.7485,3.06,3.48,13.86,85.12,0.0
Algiers,Alger,Tell/Coastal,20040208,2.189,4.098,2.8183,4.65,5.12,13.28,88.31,0.02
Algiers,Alger,Tell/Coastal,20040209,2.6741,4.0721,2.3335,4.97,5.53,13.05,82.26,0.03
Algiers,Alger,Tell/Coastal,20040210,3.7459,4.3778,4.7465,5.43,6.08,12.62,79.21,0.02
Algiers,Alger,Tell/Coastal,20040211,4.1023,4.3771,6.2395,2.48,2.58,12.53,78.09,0.01
Algiers,Alger,Tell/Coastal,20040212,4.2312,4.4986,6.5462,3.94,4.35,12.83,82.32,0.01
Algiers,Alger,Tell/Coastal,20040213,4.3824,4.5888,7.1095,2.89,3.18,12.94,74.17,0.0
Algiers,Alger,Tell/Coastal,20040214,4.1234,4.548,6.0514,2.32,2.58,13.69,65.92,0.0
Algiers,Alger,Tell/Coastal,20040215,3.3571,4.3466,4.061,3.38,3.81,13.65,78.85,0.25
Algiers,Alger,Tell/Coastal,20040216,2.8927,4.182,2.2733,3.64,4.19,14.24,78.23,0.38
Algiers,Alger,Tell/Coastal,20040217,2.7166,4.0654,2.1622,6.48,7.44,13.07,81.62,3.07
Algiers,Alger,Tell/Coastal,20040218,1.362,4.307,0.786,5.39,6.15,12.49,80.57,2.29
Algiers,Alger,Tell/Coastal,20040219,2.6818,4.0615,0.5578,3.9,4.36,12.71,79.44,0.65
Algiers,Alger,Tell/Coastal,20040220,1.7561,3.4639,0.1853,7.99,11.14,17.01,69.97,2.43
Algiers,Alger,Tell/Coastal,20040221,2.0729,2.6076,0.1414,7.91,11.8,18.12,69.6,0.06
Algiers,Alger,Tell/Coastal,20040222,3.6691,4.8209,4.6776,8.5,10.01,14.21,74.9,0.91
Algiers,Alger,Tell/Coastal,20040223,4.6198,5.0184,6.9566,4.59,5.34,14.7,72.5,0.03
Algiers,Alger,Tell/Coastal,20040224,4.6219,4.9063,6.0408,5.46,6.19,14.79,81.54,0.11
Algiers,Alger,Tell/Coastal,20040225,3.4363,4.6094,1.0366,2.47,3.13,15.54,81.84,2.05
Algiers,Alger,Tell/Coastal,20040226,3.4704,5.0911,3.6293,9.21,11.11,14.97,78.36,8.07
Algiers,Alger,Tell/Coastal,20040227,2.9796,5.0287,2.6249,10.55,12.39,12.64,70.38,11.58
Algiers,Alger,Tell/Coastal,20040228,3.5321,5.3146,3.8928,11.16,13.13,11.6,59.7,0.27
Algiers,Alger,Tell/Coastal,20040229,3.3734,5.2325,3.637,8.98,10.68,12.38,67.77,6.82
Algiers,Alger,Tell/Coastal,20040301,1.5809,5.1053,0.3216,4.01,4.54,9.22,68.53,6.79
Algiers,Alger,Tell/Coastal,20040302,1.445,4.8842,0.2206,8.66,10.0,8.99,75.15,21.66
Algiers,Alger,Tell/Coastal,20040303,1.7093,5.1682,0.7846,6.85,7.85,10.93,67.84,3.15
Algiers,Alger,Tell/Coastal,20040304,4.5067,5.4252,5.4341,7.39,8.52,12.61,74.46,0.0
Algiers,Alger,Tell/Coastal,20040305,5.0429,5.4653,6.5551,5.16,6.63,14.98,69.46,0.0
Algiers,Alger,Tell/Coastal,20040306,4.0634,5.1125,3.2741,7.63,9.56,14.72,82.43,0.06
Algiers,Alger,Tell/Coastal,20040307,3.8897,5.3623,2.6417,3.33,3.94,13.58,85.0,1.28
Algiers,Alger,Tell/Coastal,20040308,5.3095,5.6386,7.3987,3.86,4.41,13.62,81.65,0.0
Algiers,Alger,Tell/Coastal,20040309,5.2666,5.5536,6.1142,5.55,6.27,13.83,74.1,0.01
Algiers,Alger,Tell/Coastal,20040310,4.5802,5.3964,4.4554,4.26,5.03,14.46,83.9,0.23
Algiers,Alger,Tell/Coastal,20040311,3.6667,5.4708,2.6866,3.01,3.7,14.52,85.26,0.68
Algiers,Alger,Tell/Coastal,20040312,5.4931,5.8135,6.6931,3.56,4.74,16.44,73.55,0.0
Algiers,Alger,Tell/Coastal,20040313,4.883,5.4415,3.8054,4.12,5.58,15.35,83.15,0.02
Algiers,Alger,Tell/Coastal,20040314,3.5434,4.9075,0.7519,6.45,7.67,14.87,94.0,0.4
Algiers,Alger,Tell/Coastal,20040315,4.1683,5.2927,1.5406,6.55,8.41,15.6,87.61,0.35
Algiers,Alger,Tell/Coastal,20040316,2.5334,5.405,0.1382,3.96,5.76,15.69,83.03,0.05
Algiers,Alger,Tell/Coastal,20040317,4.3414,5.711,3.3893,2.27,2.59,14.6,86.32,0.96
Algiers,Alger,Tell/Coastal,20040318,5.586,5.8358,5.5747,2.26,2.49,14.79,84.34,0.62
Algiers,Alger,Tell/Coastal,20040319,3.3206,5.5234,0.9605,2.19,2.27,14.2,86.5,0.88
Algiers,Alger,Tell/Coastal,20040320,3.8112,5.7749,2.0086,2.28,2.46,13.92,84.03,0.69
Algiers,Alger,Tell/Coastal,20040321,5.9239,6.1068,7.008,1.93,2.31,14.99,78.24,0.0
Algiers,Alger,Tell/Coastal,20040322,3.605,5.9513,1.3154,4.0,4.61,14.8,81.04,2.76
Algiers,Alger,Tell/Coastal,20040323,4.6726,6.605,4.5396,8.07,9.41,13.22,62.59,0.08
Algiers,Alger,Tell/Coastal,20040324,6.1891,6.498,7.8391,5.58,6.34,14.23,62.66,0.0
Algiers,Alger,Tell/Coastal,20040325,3.4097,5.1307,0.325,9.06,10.3,13.58,77.61,2.04
Algiers,Alger,Tell/Coastal,20040326,3.1589,5.5128,0.631,8.33,9.41,13.38,77.82,1.88
Algiers,Alger,Tell/Coastal,20040327,4.5528,5.7751,1.7998,8.47,9.73,13.96,81.01,0.27
Algiers,Alger,Tell/Coastal,20040328,4.8439,5.3803,2.022,5.76,6.85,15.35,86.4,0.4
Algiers,Alger,Tell/Coastal,20040329,2.3794,4.6531,1.2254,4.93,6.74,15.74,81.13,1.26
Algiers,Alger,Tell/Coastal,20040330,5.5003,6.739,5.615,3.8,4.79,15.22,76.84,1.45
Algiers,Alger,Tell/Coastal,20040331,5.2253,6.6605,4.8317,4.79,5.45,14.8,77.96,0.48
Algiers,Alger,Tell/Coastal,20040401,6.6775,6.9499,8.5198,3.83,4.47,15.47,71.62,0.0
Algiers,Alger,Tell/Coastal,20040402,5.8375,6.6434,5.4235,5.01,6.24,15.61,80.5,2.53
Algiers,Alger,Tell/Coastal,20040403,6.0804,7.0236,5.9724,4.86,5.62,15.01,70.76,0.13
Algiers,Alger,Tell/Coastal,20040404,6.9125,7.2146,8.9078,3.05,3.43,15.02,64.62,0.0
Algiers,Alger,Tell/Coastal,20040405,6.2479,7.0862,6.3341,3.77,4.37,15.41,73.72,0.0
Algiers,Alger,Tell/Coastal,20040406,6.6355,7.0651,7.1818,3.05,3.56,15.83,80.38,0.0
Algiers,Alger,Tell/Coastal,20040407,6.8494,7.1383,8.2824,3.74,4.72,16.69,75.61,0.0
Algiers,Alger,Tell/Coastal,20040408,6.3005,6.8755,5.5507,2.62,2.94,16.67,83.17,0.04
Algiers,Alger,Tell/Coastal,20040409,1.6764,5.9117,0.1085,5.13,5.6,14.82,88.75,23.28
Algiers,Alger,Tell/Coastal,20040410,2.3479,6.4865,0.3922,7.99,9.02,13.38,80.48,2.55
Algiers,Alger,Tell/Coastal,20040411,2.8524,6.7034,0.9137,7.38,8.28,12.83,82.56,12.17
Algiers,Alger,Tell/Coastal,20040412,4.4734,7.0181,3.2621,4.81,5.37,13.22,71.44,1.46
Algiers,Alger,Tell/Coastal,20040413,5.9542,7.271,6.7922,3.69,4.09,14.03,70.86,0.48
Algiers,Alger,Tell/Coastal,20040414,5.0479,6.7848,2.2954,4.68,5.37,15.53,75.1,0.22
Algiers,Alger,Tell/Coastal,20040415,2.7612,6.0538,0.5827,5.89,8.02,16.34,80.39,3.94
Algiers,Alger,Tell/Coastal,20040416,4.1302,7.3003,2.2135,11.2,14.39,16.83,75.79,2.75
Algiers,Alger,Tell/Coastal,20040417,7.003,7.3229,7.2492,6.8,8.2,15.68,80.07,0.03
Algiers,Alger,Tell/Coastal,20040418,5.8284,7.4923,5.9954,9.45,11.39,15.45,72.46,0.05
Algiers,Alger,Tell/Coastal,20040419,3.3014,7.3344,1.4923,8.27,9.77,14.85,74.86,3.54
Algiers,Alger,Tell/Coastal,20040420,7.4093,7.6918,9.607,6.17,7.27,15.24,78.8,0.0
Algiers,Alger,Tell/Coastal,20040421,7.5379,7.6987,9.835,4.24,5.15,16.78,75.16,0.0
Algiers,Alger,Tell/Coastal,20040422,6.7188,7.5031,6.9041,6.7,8.29,16.43,83.26,0.14
Algiers,Alger,Tell/Coastal,20040423,2.8368,7.4093,0.8107,8.25,9.57,15.13,81.7,1.76
Algiers,Alger,Tell/Coastal,20040424,2.8481,7.2703,1.2576,3.61,4.08,15.68,82.47,0.38
Algiers,Alger,Tell/Coastal,20040425,7.5461,7.6205,8.5027,2.44,2.88,16.34,77.81,0.0
Algiers,Alger,Tell/Coastal,20040426,8.0618,8.0669,10.739,5.11,5.84,16.16,77.38,0.0
Algiers,Alger,Tell/Coastal,20040427,7.9766,8.028,10.5588,7.37,8.46,16.42,71.96,0.15
Algiers,Alger,Tell/Coastal,20040428,5.4266,6.9838,2.7826,6.87,9.26,18.29,73.36,23.84
Algiers,Alger,Tell/Coastal,20040429,4.2079,7.4798,2.3662,7.09,8.94,16.44,82.13,3.1
Algiers,Alger,Tell/Coastal,20040430,5.3378,7.6771,3.1565,8.74,10.73,16.34,73.85,0.2
Algiers,Alger,Tell/Coastal,20040501,6.7783,7.9058,6.863,5.4,6.27,15.96,71.32,1.15
Algiers,Alger,Tell/Coastal,20040502,6.905,7.3896,5.087,3.59,4.06,16.94,80.1,0.18
Algiers,Alger,Tell/Coastal,20040503,5.0496,7.8449,3.1054,11.25,13.48,16.23,77.22,1.38
Algiers,Alger,Tell/Coastal,20040504,3.7752,7.4201,0.9168,9.62,11.29,14.99,83.65,3.42
Algiers,Alger,Tell/Coastal,20040505,3.5218,7.4669,0.703,12.53,15.13,16.29,77.13,0.24
Algiers,Alger,Tell/Coastal,20040506,4.5161,7.9217,2.9508,9.43,11.39,16.51,79.44,0.42
Algiers,Alger,Tell/Coastal,20040507,3.6737,7.8619,2.3611,6.21,7.41,16.18,82.92,0.2
Algiers,Alger,Tell/Coastal,20040508,6.1056,8.0827,6.2503,4.49,4.98,15.66,73.73,0.11
Algiers,Alger,Tell/Coastal,20040509,8.4638,8.5066,11.184,2.29,2.53,15.42,58.49,0.0
Algiers,Alger,Tell/Coastal,20040510,3.4843,7.902,2.9561,5.49,6.37,16.27,74.9,3.99
Algiers,Alger,Tell/Coastal,20040511,4.517,6.9826,1.3498,8.59,10.0,15.28,83.79,4.27
Algiers,Alger,Tell/Coastal,20040512,2.2826,7.536,0.588,11.22,13.32,14.78,85.69,10.46
Algiers,Alger,Tell/Coastal,20040513,5.9033,7.6013,3.3554,4.08,4.71,15.69,84.35,0.93
Algiers,Alger,Tell/Coastal,20040514,6.018,7.9157,4.4998,3.9,4.5,16.11,84.92,1.39
Algiers,Alger,Tell/Coastal,20040515,4.7606,7.7534,2.9158,6.13,7.11,15.83,85.34,1.91
Algiers,Alger,Tell/Coastal,20040516,6.2042,8.0604,5.3268,3.77,4.19,15.64,87.21,1.25
Algiers,Alger,Tell/Coastal,20040517,5.9083,7.9846,4.2864,5.3,6.09,16.08,88.27,1.47
Algiers,Alger,Tell/Coastal,20040518,5.9251,7.998,4.1851,6.27,7.47,17.11,85.59,0.65
Algiers,Alger,Tell/Coastal,20040519,7.5826,7.9315,7.2197,5.72,6.9,17.99,81.98,0.5
Algiers,Alger,Tell/Coastal,20040520,5.4041,7.8888,2.8721,4.46,5.58,18.75,81.0,0.57
Algiers,Alger,Tell/Coastal,20040521,6.6233,7.8653,5.3011,2.71,3.53,17.9,89.41,0.28
Algiers,Alger,Tell/Coastal,20040522,4.1126,7.5569,1.2406,3.84,5.45,18.67,85.47,2.95
Algiers,Alger,Tell/Coastal,20040523,4.895,7.841,2.7137,4.26,5.09,17.76,92.29,0.82
Algiers,Alger,Tell/Coastal,20040524,1.3476,7.0723,0.1723,6.44,7.49,17.1,91.25,12.91
Algiers,Alger,Tell/Coastal,20040525,1.8022,7.4772,0.239,7.85,9.0,16.51,89.61,42.66
Algiers,Alger,Tell/Coastal,20040526,2.7749,7.7506,0.6156,4.65,5.25,16.69,82.85,0.67
Algiers,Alger,Tell/Coastal,20040527,2.8831,8.1089,1.5058,3.01,3.29,16.85,85.8,1.47
Algiers,Alger,Tell/Coastal,20040528,7.825,8.4053,7.9241,1.95,2.08,17.24,80.33,0.0
Algiers,Alger,Tell/Coastal,20040529,8.3774,8.5042,10.0906,2.39,3.03,19.02,74.06,0.0
Algiers,Alger,Tell/Coastal,20040530,8.2738,8.3057,9.7757,2.29,3.3,20.32,71.01,0.0
Algiers,Alger,Tell/Coastal,20040531,7.3978,8.1034,6.8491,2.05,2.82,20.95,72.88,0.0
Algiers,Alger,Tell/Coastal,20040601,8.1998,8.2186,9.6245,2.4,3.24,21.85,72.71,0.0
Algiers,Alger,Tell/Coastal,20040602,8.413,8.4209,10.463,2.89,3.7,22.64,72.49,0.0
Algiers,Alger,Tell/Coastal,20040603,7.8602,8.2488,8.3335,6.77,7.81,20.45,78.08,0.0
Algiers,Alger,Tell/Coastal,20040604,8.4583,8.5402,10.1554,5.07,5.92,19.74,72.43,0.0
Algiers,Alger,Tell/Coastal,20040605,8.4398,8.4622,10.2982,3.46,4.41,20.95,66.84,0.0
Algiers,Alger,Tell/Coastal,20040606,8.4199,8.4583,10.35,2.8,3.9,22.0,67.41,0.0
Algiers,Alger,Tell/Coastal,20040607,6.2945,7.8228,3.451,6.49,8.09,21.52,84.12,0.0
Algiers,Alger,Tell/Coastal,20040608,4.7422,7.7796,1.1698,5.19,6.54,21.78,81.69,2.12
Algiers,Alger,Tell/Coastal,20040609,3.0746,7.3363,0.2035,4.85,5.93,20.35,91.04,0.19
Algiers,Alger,Tell/Coastal,20040610,7.1186,8.2063,6.3482,5.5,6.63,20.14,85.93,0.03
Algiers,Alger,Tell/Coastal,20040611,8.5363,8.6405,9.8004,4.37,5.15,19.96,88.23,0.0
Algiers,Alger,Tell/Coastal,20040612,8.351,8.5082,8.904,3.01,3.48,20.25,85.4,0.06
Algiers,Alger,Tell/Coastal,20040613,7.8391,8.2778,6.8407,5.01,5.85,20.86,81.91,0.2
Algiers,Alger,Tell/Coastal,20040614,8.3071,8.489,9.2213,6.36,7.34,20.22,73.22,0.17
Algiers,Alger,Tell/Coastal,20040615,4.3253,8.2992,2.8999,4.95,5.47,18.84,77.54,0.56
Algiers,Alger,Tell/Coastal,20040616,6.7738,8.3575,6.1706,2.85,3.12,18.73,76.67,0.74
Algiers,Alger,Tell/Coastal,20040617,6.9696,8.3304,6.7152,4.84,5.92,20.81,79.45,0.34
Algiers,Alger,Tell/Coastal,20040618,8.5752,8.6717,11.0388,2.39,3.38,23.31,62.03,0.0
Algiers,Alger,Tell/Coastal,20040619,6.2784,8.4341,6.0002,6.46,8.87,22.73,67.6,3.05
Algiers,Alger,Tell/Coastal,20040620,8.1298,8.3988,8.4936,4.9,6.33,21.39,76.59,0.0
Algiers,Alger,Tell/Coastal,20040621,7.5893,8.4098,6.5323,3.55,3.92,21.26,73.18,0.0
Algiers,Alger,Tell/Coastal,20040622,8.3446,8.357,8.9796,4.63,5.35,22.64,78.7,0.0
Algiers,Alger,Tell/Coastal,20040623,8.3165,8.4499,9.2734,2.63,2.99,22.46,84.77,0.0
Algiers,Alger,Tell/Coastal,20040624,8.4794,8.5548,10.0526,2.94,3.34,23.58,72.75,0.0
Algiers,Alger,Tell/Coastal,20040625,8.2325,8.3606,8.7475,5.85,6.79,24.0,76.11,0.0
Algiers,Alger,Tell/Coastal,20040626,8.2399,8.3153,8.1338,5.7,6.88,24.45,76.08,0.0
Algiers,Alger,Tell/Coastal,20040627,8.2015,8.2774,7.7726,5.42,6.83,23.91,78.59,0.0
Algiers,Alger,Tell/Coastal,20040628,8.455,8.5346,9.7582,5.85,7.43,24.09,80.45,0.0
Algiers,Alger,Tell/Coastal,20040629,8.4929,8.5181,10.0841,4.77,5.88,23.91,80.21,0.0
Algiers,Alger,Tell/Coastal,20040630,7.8842,8.4583,8.0314,2.83,3.47,24.97,73.66,0.0
Algiers,Alger,Tell/Coastal,20040701,7.7062,8.3107,7.8799,2.21,2.9,26.03,69.08,0.02
Algiers,Alger,Tell/Coastal,20040702,8.0551,8.1727,7.883,4.16,5.03,24.3,84.56,0.56
Algiers,Alger,Tell/Coastal,20040703,7.495,8.2387,7.291,7.42,8.61,23.29,77.54,0.03
Algiers,Alger,Tell/Coastal,20040704,7.8612,8.0952,7.5866,6.86,7.96,23.78,76.96,0.03
Algiers,Alger,Tell/Coastal,20040705,7.3157,8.1173,6.1327,3.58,4.78,25.89,67.99,0.0
Algiers,Alger,Tell/Coastal,20040706,7.2629,8.0794,5.3359,3.5,5.01,26.08,67.76,0.0
Algiers,Alger,Tell/Coastal,20040707,6.1718,7.8802,3.1824,3.37,4.37,24.33,82.08,0.02
Algiers,Alger,Tell/Coastal,20040708,7.6169,7.8744,6.0187,3.59,4.39,23.39,76.88,0.0
Algiers,Alger,Tell/Coastal,20040709,7.7189,8.0455,6.9254,6.4,7.44,22.53,79.64,0.0
Algiers,Alger,Tell/Coastal,20040710,6.527,7.8845,3.7622,7.29,8.37,22.9,77.44,0.02
Algiers,Alger,Tell/Coastal,20040711,4.1959,7.6855,1.1702,5.01,5.54,22.57,79.7,0.07
Algiers,Alger,Tell/Coastal,20040712,7.529,8.0556,6.7073,6.13,6.87,22.45,77.04,0.0
Algiers,Alger,Tell/Coastal,20040713,8.2404,8.3131,9.755,7.32,8.34,22.57,71.89,0.0
Algiers,Alger,Tell/Coastal,20040714,8.3755,8.4005,10.079,8.23,9.51,22.6,71.0,0.0
Algiers,Alger,Tell/Coastal,20040715,8.4091,8.431,10.4383,6.22,6.98,22.03,72.52,0.0
Algiers,Alger,Tell/Coastal,20040716,7.8012,8.0774,7.7016,4.98,5.67,22.65,78.76,0.0
Algiers,Alger,Tell/Coastal,20040717,6.6499,7.5994,3.8544,5.48,6.79,24.69,75.66,0.23
Algiers,Alger,Tell/Coastal,20040718,6.9461,7.6366,4.6205,3.45,4.43,24.03,82.75,0.41
Algiers,Alger,Tell/Coastal,20040719,6.811,7.65,5.3412,2.08,2.44,23.53,87.75,0.29
Algiers,Alger,Tell/Coastal,20040720,7.8823,8.0306,7.7818,2.58,2.92,24.3,79.29,0.03
Algiers,Alger,Tell/Coastal,20040721,6.8671,7.5845,4.3673,4.84,6.67,26.05,72.3,0.01
Algiers,Alger,Tell/Coastal,20040722,7.5691,7.6963,6.2388,2.31,3.32,27.41,60.28,0.0
Algiers,Alger,Tell/Coastal,20040723,7.2799,7.7006,5.7953,1.96,2.79,26.77,66.17,0.07
Algiers,Alger,Tell/Coastal,20040724,6.7085,7.3944,4.2271,2.25,3.15,26.16,75.23,0.09
Algiers,Alger,Tell/Coastal,20040725,7.5475,7.6414,6.7656,3.79,4.6,25.25,77.75,0.0
Algiers,Alger,Tell/Coastal,20040726,7.7623,7.8348,8.3395,5.13,5.95,24.93,70.66,0.0
Algiers,Alger,Tell/Coastal,20040727,8.0623,8.1322,9.7697,4.05,4.62,25.12,66.14,0.0
Algiers,Alger,Tell/Coastal,20040728,8.0489,8.1163,9.7759,5.26,5.99,25.37,71.19,0.0
Algiers,Alger,Tell/Coastal,20040729,7.6082,7.6471,7.151,4.21,4.85,26.08,67.94,0.0
Algiers,Alger,Tell/Coastal,20040730,7.1861,7.4818,6.101,3.55,3.94,24.88,81.26,1.11
Algiers,Alger,Tell/Coastal,20040731,7.6428,7.6982,7.6646,5.67,6.42,24.92,79.94,0.0
Algiers,Alger,Tell/Coastal,20040801,7.7489,7.7585,8.3837,5.07,5.8,25.41,77.32,0.0
Algiers,Alger,Tell/Coastal,20040802,6.6,7.4006,4.8749,3.09,3.44,25.6,77.11,0.0
Algiers,Alger,Tell/Coastal,20040803,7.4544,7.7566,7.4359,1.75,2.11,26.37,70.58,0.0
Algiers,Alger,Tell/Coastal,20040804,6.8249,7.3596,5.8812,5.3,6.72,26.32,74.09,0.07
Algiers,Alger,Tell/Coastal,20040805,7.751,7.781,9.3149,3.76,4.26,25.91,77.38,0.79
Algiers,Alger,Tell/Coastal,20040806,7.6104,7.6735,8.6371,6.23,7.16,25.94,75.82,0.0
Algiers,Alger,Tell/Coastal,20040807,6.0214,7.1911,3.6055,7.07,8.5,27.26,69.3,0.41
Algiers,Alger,Tell/Coastal,20040808,5.6676,7.129,2.9467,4.59,6.57,28.21,63.42,0.94
Algiers,Alger,Tell/Coastal,20040809,7.2787,7.416,6.7121,3.64,4.62,26.34,75.34,0.07
Algiers,Alger,Tell/Coastal,20040810,7.403,7.5029,8.2126,4.9,5.92,26.09,72.54,0.0
Algiers,Alger,Tell/Coastal,20040811,7.5734,7.5919,9.3835,3.92,4.54,26.12,76.61,0.01
Algiers,Alger,Tell/Coastal,20040812,7.3462,7.368,7.9243,2.8,3.12,25.99,74.22,0.13
Algiers,Alger,Tell/Coastal,20040813,7.4369,7.463,8.8834,2.69,2.95,26.2,74.76,0.0
Algiers,Alger,Tell/Coastal,20040814,7.4366,7.4549,8.7374,5.96,6.83,26.29,75.96,0.0
Algiers,Alger,Tell/Coastal,20040815,6.8513,7.2905,6.2904,5.93,6.98,26.8,69.42,0.0
Algiers,Alger,Tell/Coastal,20040816,7.2799,7.5202,8.4986,2.59,2.91,25.61,78.49,0.06
Algiers,Alger,Tell/Coastal,20040817,6.8263,7.2082,6.6103,2.61,3.1,26.56,69.45,0.0
Algiers,Alger,Tell/Coastal,20040818,6.2304,6.9041,4.7002,3.17,3.74,26.62,67.38,0.0
Algiers,Alger,Tell/Coastal,20040819,5.8932,6.6166,3.0053,3.39,4.19,26.32,70.7,0.0
Algiers,Alger,Tell/Coastal,20040820,6.6365,6.8669,5.1185,4.28,5.36,25.71,76.4,0.16
Algiers,Alger,Tell/Coastal,20040821,6.4651,7.031,6.2551,5.41,6.32,25.58,80.13,1.37
Algiers,Alger,Tell/Coastal,20040822,6.8882,7.0054,6.8724,8.12,9.44,26.61,71.45,0.01
Algiers,Alger,Tell/Coastal,20040823,5.4214,6.7637,2.9957,3.05,4.59,28.82,62.94,0.79
Algiers,Alger,Tell/Coastal,20040824,5.6842,6.756,3.6835,4.42,6.49,30.24,50.85,0.29
Algiers,Alger,Tell/Coastal,20040825,6.0593,6.5676,4.2137,2.62,3.61,27.68,69.43,0.05
Algiers,Alger,Tell/Coastal,20040826,5.5567,6.5105,4.0282,4.68,5.4,25.32,81.84,5.45
Algiers,Alger,Tell/Coastal,20040827,6.7358,6.8914,6.9679,6.94,7.99,25.28,72.11,0.01
Algiers,Alger,Tell/Coastal,20040828,5.8121,6.5806,4.5139,4.6,5.25,26.32,73.68,0.03
Algiers,Alger,Tell/Coastal,20040829,5.6839,6.6394,5.0239,4.84,5.65,25.48,82.5,8.45
Algiers,Alger,Tell/Coastal,20040830,6.665,6.8426,7.584,4.13,4.67,25.33,80.87,0.13
Algiers,Alger,Tell/Coastal,20040831,6.6314,6.7118,7.1779,3.06,3.37,25.23,81.31,0.73
Algiers,Alger,Tell/Coastal,20040901,6.5383,6.6473,6.9924,2.01,2.34,25.61,78.99,0.41
